from_cui	to_cui	level
C0040165	C0060501	Unknown
C0001047	C0042523	Unknown
C0008287	C0038679	Moderate
C0014479	C2001271	Moderate
C0049506	C0052416	Major
C0966107	C1176306	Moderate
C0033126	C0649350	Moderate
C0525005	C2713632	Major
C2930696	C3852684	Major
C0028365	C0039542	Moderate
C0054094	C0063829	Major
C0006932	C1999375	Minor
C2980094	C3181682	Major
C0006050	C0012125	Moderate
C1608841	C4733494	Moderate
C0025942	C0052429	Moderate
C0028365	C0040165	Unknown
C0004259	C0029112	Moderate
C0248719	C0249582	Unknown
C0025382	C0054668	Moderate
C0772394	C3541367	Moderate
C0011777	C0064113	Moderate
C0015011	C0085149	Moderate
C0041165	C2316164	Major
C0020268	C0076107	Moderate
C0017628	C0525227	Unknown
C0069454	C0913246	Moderate
C0672708	C2974540	Moderate
C1700874	C4086895	Moderate
C1703334	C4018471	Minor
C0015772	C2987716	Moderate
C1135132	C4278675	Major
C0070166	C0663241	Unknown
C0023556	C5230959	Moderate
C0009074	C0035525	Unknown
C0014582	C4731850	Moderate
C0032950	C0040374	Moderate
C0011276	C0066621	Moderate
C0027396	C0935989	Moderate
C0033487	C0076110	Unknown
C0005640	C0252643	Moderate
C0055729	C3529928	Moderate
C0070166	C0935989	Unknown
C3853822	C4682397	Moderate
C0040987	C1872109	Major
C0008196	C0249458	Unknown
C0001367	C3502652	Moderate
C0020402	C0081876	Unknown
C0004259	C0036442	Moderate
C0007562	C3854019	Moderate
C0008947	C0017628	Unknown
C0167117	C4519740	Moderate
C0028116	C1506770	Moderate
C0053799	C0065512	Minor
C0041090	C1313052	Moderate
C0085217	C1455147	Moderate
C0037707	C0065180	Unknown
C0015011	C0851344	Moderate
C0028066	C0525227	Moderate
C0019134	C0143993	Unknown
C0042523	C0965129	Unknown
C0055899	C0289313	Minor
C0040372	C0252643	Moderate
C0004320	C0039736	Moderate
C0010592	C3657824	Major
C0020789	C1121849	Major
C0026156	C0040610	Moderate
C0057626	C0068333	Moderate
C0022209	C4045494	Moderate
C0065180	C3661315	Moderate
C0025376	C0025815	Unknown
C0065180	C0209738	Unknown
C0065152	C3896940	Moderate
C0002658	C0011816	Moderate
C0077163	C0380393	Moderate
C0032952	C3661283	Moderate
C0123931	C0771311	Unknown
C0011015	C4278675	Major
C0006674	C0012582	Unknown
C0041165	C1527027	Moderate
C0043031	C0074393	Moderate
C0025942	C3179535	Moderate
C0008287	C4079805	Moderate
C0017887	C0289313	Moderate
C0015846	C0538927	Unknown
C0004147	C0017642	Moderate
C0016360	C0025033	Moderate
C0001927	C3657824	Moderate
C0043832	C4733494	Major
C0016277	C0079466	Major
C0016410	C0028116	Unknown
C0136123	C1269691	Moderate
C0020740	C0036579	Unknown
C0012772	C0040263	Moderate
C0040864	C0752270	Minor
C0004057	C0393080	Unknown
C1455147	C3700399	Minor
C0082607	C0536495	Unknown
C0012522	C0026549	Moderate
C0066677	C0965129	Unknown
C0076891	C1611934	Moderate
C0004482	C1619962	Moderate
C0935989	C3886073	Moderate
C0022026	C0245561	Major
C0025677	C2930696	Major
C0073393	C3896940	Moderate
C0021971	C0083381	Major
C0002575	C3179470	Minor
C0070166	C0074722	Unknown
C0082607	C0257685	Unknown
C0049506	C0671970	Unknown
C0082607	C0288171	Unknown
C0066677	C0246689	Moderate
C0025153	C0039468	Unknown
C0012125	C0040805	Unknown
C0649350	C2350866	Moderate
C0014806	C0070166	Moderate
C0002640	C0010620	Moderate
C0055904	C0068897	Moderate
C0005308	C0006681	Minor
C0026549	C0213404	Moderate
C0018546	C0378482	Unknown
C0663733	C1134467	Moderate
C0007343	C0061863	Moderate
C0020404	C0085208	Unknown
C0039943	C0120107	Major
C0248719	C0301527	Major
C0004147	C0016377	Moderate
C0016351	C1876229	Moderate
C0010592	C1435444	Major
C0020223	C0907349	Moderate
C0057258	C0175158	Moderate
C0008183	C2825616	Moderate
C0028741	C3854019	Unknown
C0032952	C0063041	Major
C0018312	C0068333	Moderate
C0069751	C2830183	Moderate
C0076840	C0218986	Moderate
C0009315	C0052940	Moderate
C0015772	C0060389	Unknown
C1565750	C2973446	Moderate
C0023992	C0055877	Moderate
C0006932	C0078956	Minor
C0288165	C1611934	Moderate
C0014806	C0026088	Major
C0042313	C0063828	Major
C0246415	C4519740	Moderate
C0903898	C1456409	Moderate
C0085170	C0525005	Major
C0009170	C1707080	Moderate
C0962603	C2353893	Moderate
C0012291	C1619629	Moderate
C0008929	C4278675	Moderate
C0077275	C0527316	Moderate
C0012319	C0036516	Moderate
C0004147	C0041031	Moderate
C3852684	C4079208	Major
C0014025	C0071097	Unknown
C0058716	C0123931	Minor
C0010980	C0012265	Unknown
C0020261	C0935916	Unknown
C0074769	C0136123	Moderate
C2830183	C4519292	Moderate
C0009214	C4688584	Moderate
C0040845	C0965129	Unknown
C1122962	C4055478	Moderate
C0023660	C0073992	Unknown
C0016277	C1701455	Minor
C1620287	C2699709	Moderate
C0025677	C0040879	Unknown
C0085149	C0090306	Unknown
C0043832	C0879399	Major
C0039902	C0042679	Moderate
C0005308	C0032613	Moderate
C0034417	C0076836	Major
C0004057	C0054836	Minor
C0013089	C0246689	Unknown
C0121902	C3192263	Major
C0247194	C1337242	Major
C0008281	C0031184	Moderate
C0010592	C0027603	Moderate
C0247194	C1998098	Major
C0011786	C0299792	Moderate
C0032483	C0052585	Moderate
C0038742	C3853822	Moderate
C0069751	C1739768	Moderate
C0072973	C0256103	Moderate
C0013085	C0378482	Unknown
C0149368	C1609931	Minor
C0012133	C0765273	Major
C0000946	C0718050	Unknown
C0001047	C0054836	Unknown
C0032483	C0033473	Moderate
C0038742	C0872913	Moderate
C0052416	C0536495	Major
C0071097	C0132326	Unknown
C0048470	C0074393	Moderate
C0015133	C1311070	Moderate
C0961965	C4724807	Moderate
C0031447	C0032825	Unknown
C0010547	C0213771	Moderate
C0040610	C0298130	Unknown
C0033229	C0039644	Unknown
C0038418	C1831808	Major
C0079083	C0919292	Moderate
C0082966	C3657824	Major
C0039644	C0060926	Unknown
C1099414	C2698692	Minor
C0039286	C1506770	Moderate
C0026259	C3496793	Moderate
C0008318	C0040899	Moderate
C0020740	C1739768	Major
C0257190	C3896940	Major
C0009074	C2974289	Moderate
C0040934	C1533699	Moderate
C0070166	C0961209	Moderate
C0023992	C0966107	Major
C0018242	C0034410	Moderate
C0121902	C0380393	Major
C0034282	C1699861	Moderate
C0068333	C0074493	Moderate
C0079083	C0699817	Moderate
C0022635	C0048470	Moderate
C0010592	C0026088	Major
C0031441	C2353951	Moderate
C0005640	C0017718	Moderate
C0012010	C1608841	Moderate
C0009074	C0140610	Unknown
C0025872	C0033215	Minor
C0035179	C3899947	Moderate
C0041056	C1506770	Moderate
C0025887	C0935989	Moderate
C0033511	C2698692	Moderate
C0016280	C1098320	Moderate
C0011777	C0039468	Unknown
C0010980	C0244656	Minor
C0018513	C0903898	Minor
C0072980	C0209368	Moderate
C0039736	C0052762	Moderate
C0006462	C4086264	Moderate
C0008809	C3490348	Moderate
C0143083	C4086264	Moderate
C0123091	C1872203	Major
C0012086	C0039644	Minor
C0015772	C0076080	Unknown
C0010711	C0028365	Minor
C0026259	C0063041	Major
C0050940	C4329353	Moderate
C0935989	C1880288	Moderate
C0027996	C0073992	Unknown
C0040934	C4726929	Moderate
C0028005	C0245514	Moderate
C0015133	C0378466	Moderate
C0027302	C0040864	Moderate
C0245514	C1530072	Moderate
C0036078	C0042523	Unknown
C0015043	C3886623	Moderate
C0050940	C1144149	Unknown
C0028365	C1872203	Major
C0022209	C0039736	Moderate
C0069751	C0173083	Moderate
C0391001	C0770578	Moderate
C0005740	C4733494	Moderate
C0903898	C2350948	Moderate
C0032952	C0076891	Moderate
C0006405	C1872109	Moderate
C0074722	C0209738	Unknown
C0043031	C2935436	Major
C0666743	C4044947	Major
C0055856	C0285590	Moderate
C0083381	C0259507	Major
C0002335	C0028214	Moderate
C0028214	C0054836	Moderate
C0042523	C0169964	Moderate
C0059985	C0289313	Unknown
C0036078	C3272344	Moderate
C0008269	C0893761	Moderate
C0021186	C1313386	Moderate
C0033223	C0054015	Moderate
C0025859	C0076275	Unknown
C0009014	C0034665	Unknown
C0025815	C0036079	Moderate
C0025386	C0034282	Moderate
C0143993	C0360172	Moderate
C1609931	C1872109	Major
C0069805	C3886623	Moderate
C0209211	C3501358	Moderate
C1699926	C1872109	Major
C3661315	C3853822	Moderate
C0009074	C0069805	Unknown
C0168273	C0762662	Moderate
C2316217	C4078312	Major
C0252643	C0525227	Moderate
C0066101	C1456408	Moderate
C0004259	C0031937	Moderate
C0012702	C0052759	Moderate
C0052796	C0074554	Moderate
C0040805	C0085154	Unknown
C0254119	C1699926	Moderate
C0533545	C1721377	Major
C1721377	C5230959	Moderate
C0034283	C0052429	Moderate
C0014025	C0015133	Unknown
C0061323	C0144576	Unknown
C0036579	C0076286	Major
C0015133	C0015620	Unknown
C0028365	C0042313	Unknown
C0244713	C4688584	Moderate
C0059985	C0377265	Unknown
C0025853	C0082607	Unknown
C0042679	C4723629	Moderate
C0005116	C2986924	Major
C0034414	C1337242	Unknown
C0033229	C3496793	Moderate
C0033228	C1176309	Unknown
C0024730	C0030049	Unknown
C0000992	C0016280	Moderate
C0063757	C0064079	Unknown
C0004599	C1619629	Major
C0055877	C3814772	Moderate
C0002575	C0055003	Unknown
C0030896	C3855916	Moderate
C0244656	C1609931	Moderate
C0023660	C0060389	Unknown
C0002499	C0014563	Unknown
C0023570	C0055877	Moderate
C0025677	C4287815	Moderate
C0010547	C2001271	Moderate
C4080091	C4519273	Major
C0377265	C1135135	Unknown
C0026196	C0042866	Unknown
C0040864	C4726929	Major
C0052585	C1130428	Moderate
C0032483	C1572572	Moderate
C0028902	C0032483	Moderate
C0011685	C0015827	Moderate
C0022642	C0090306	Unknown
C0001927	C0388753	Unknown
C0065864	C0066535	Moderate
C0000618	C0030896	Moderate
C0022265	C0052761	Moderate
C0002333	C0039644	Unknown
C0029997	C0127615	Unknown
C0903898	C0965129	Unknown
C0717758	C1872109	Major
C0025678	C0073992	Moderate
C0287721	C3896940	Major
C0257190	C3467876	Moderate
C0011777	C0071097	Moderate
C0002144	C0012125	Unknown
C0015133	C0065180	Unknown
C0016277	C0851344	Unknown
C0010976	C0039663	Moderate
C0039663	C0079466	Moderate
C0164662	C1122087	Moderate
C0296800	C4079830	Moderate
C0017628	C0074493	Moderate
C3489764	C4726929	Major
C0025644	C0025854	Unknown
C0042845	C1569608	Unknown
C0025810	C0047506	Major
C0004482	C2931926	Moderate
C0008269	C0042523	Moderate
C0025853	C0074769	Moderate
C1135132	C3899947	Moderate
C0063041	C5226874	Major
C0033405	C0038689	Minor
C0012093	C0030092	Moderate
C0038432	C0717360	Moderate
C0054094	C2980094	Moderate
C0004259	C0009010	Moderate
C0126774	C4519220	Moderate
C0171023	C1176309	Unknown
C0008183	C0069805	Moderate
C0002144	C0030896	Minor
C1455147	C5139749	Moderate
C0040987	C0062941	Moderate
C0011816	C0085208	Moderate
C0209210	C0649350	Moderate
C0005038	C0796545	Moderate
C0218986	C1706668	Moderate
C0060657	C4519220	Moderate
C0012522	C0025039	Moderate
C0040165	C0874161	Unknown
C2699757	C3661274	Moderate
C0011685	C0074554	Unknown
C0008838	C0024730	Unknown
C0082608	C0965129	Moderate
C0001927	C0040778	Moderate
C0085379	C0965618	Moderate
C0033399	C0076110	Moderate
C0020261	C0220578	Unknown
C0082966	C4329353	Major
C0025815	C0072980	Moderate
C0031923	C0246415	Unknown
C1456409	C2714632	Moderate
C0013090	C0040899	Minor
C0006464	C0041014	Moderate
C0052416	C1699926	Major
C0002563	C1122962	Moderate
C0766326	C4049146	Major
C0011816	C0036579	Major
C0000992	C0011685	Moderate
C0055856	C0914729	Moderate
C0025153	C0052796	Moderate
C0525079	C0677829	Moderate
C0015133	C0034665	Unknown
C0029994	C2343853	Moderate
C1718383	C3886623	Major
C0038687	C0040374	Moderate
C0009079	C0016360	Major
C0061851	C1099414	Unknown
C0010592	C0075262	Moderate
C0017861	C0040610	Moderate
C0060135	C1608841	Moderate
C0246415	C0249458	Unknown
C0054094	C1170000	Moderate
C0010980	C3467876	Minor
C0054201	C0244404	Unknown
C0034665	C0065180	Unknown
C0020789	C0120726	Major
C0171023	C3491971	Moderate
C0027396	C0065767	Unknown
C0008783	C0674432	Minor
C0016384	C0033399	Moderate
C0016368	C1872203	Major
C0027603	C1707080	Major
C0002679	C0025872	Unknown
C0017642	C0257685	Unknown
C0017642	C0142825	Minor
C0034414	C0064585	Moderate
C0006863	C0289313	Moderate
C0011015	C0063041	Major
C1721377	C4287804	Major
C0085379	C2930696	Major
C0011701	C0083381	Moderate
C0025853	C0041038	Moderate
C0013089	C0908935	Unknown
C0036442	C0056732	Moderate
C0393080	C0937846	Moderate
C0676831	C2353893	Major
C0051696	C0074554	Major
C0035923	C0541315	Major
C0007343	C3896940	Moderate
C1619629	C2931926	Major
C0002555	C0257190	Moderate
C0008163	C0074554	Unknown
C0060926	C0071097	Unknown
C2606556	C3264621	Moderate
C0028356	C0052429	Moderate
C0005740	C0020268	Unknown
C2698764	C2714632	Moderate
C0244656	C0666743	Moderate
C0220578	C3818721	Major
C0002575	C0013090	Moderate
C0002644	C0029193	Moderate
C0032535	C0257685	Moderate
C1135132	C1718383	Major
C0020740	C0035608	Unknown
C0042105	C0257343	Unknown
C0073633	C4079805	Moderate
C0002333	C4079208	Moderate
C0021735	C0770578	Moderate
C0360534	C2353951	Minor
C0063828	C0070166	Unknown
C0071097	C0169964	Moderate
C0057258	C0289313	Moderate
C0012963	C0039542	Moderate
C0220578	C0914729	Major
C0032952	C0140610	Unknown
C0055856	C4309207	Moderate
C0017066	C0877880	Moderate
C1678805	C2714632	Moderate
C0059985	C1135132	Moderate
C0081408	C0085173	Major
C3818721	C4482908	Major
C0001927	C0034414	Moderate
C0029193	C4079805	Moderate
C1831808	C3255208	Moderate
C0296800	C0907410	Unknown
C0060389	C0072857	Unknown
C0031990	C0206461	Major
C0069717	C0077275	Moderate
C0025684	C0053245	Moderate
C0969589	C4519273	Moderate
C0002711	C0028214	Major
C0143993	C4079208	Moderate
C0008402	C0017628	Moderate
C0285590	C0762662	Unknown
C0287721	C2353951	Moderate
C0025242	C0036442	Moderate
C0209211	C5139749	Moderate
C0004482	C0066677	Unknown
C0024477	C0663733	Moderate
C0032483	C0287041	Moderate
C0065879	C1257385	Moderate
C0011777	C0016360	Unknown
C0020268	C0034665	Unknown
C0070592	C0527189	Moderate
C0033567	C0070166	Moderate
C3853822	C4086895	Moderate
C0002026	C0011777	Moderate
C2316164	C4726900	Moderate
C0008168	C0033223	Moderate
C0007554	C0085149	Unknown
C0012132	C0069717	Moderate
C0010620	C0600175	Moderate
C0031937	C0108101	Moderate
C0008845	C0246421	Major
C0008287	C0537551	Moderate
C0031447	C2934193	Moderate
C0008269	C0378466	Moderate
C0015018	C0218986	Moderate
C0053799	C0079594	Moderate
C0007562	C0527189	Unknown
C0010976	C1269691	Moderate
C0528166	C0538927	Unknown
C0085173	C1145759	Major
C0070895	C3713906	Major
C0020197	C0023660	Minor
C0022625	C0247194	Major
C0068992	C0666743	Moderate
C0064585	C0536495	Moderate
C0076829	C0144576	Unknown
C0022245	C0051150	Moderate
C0055856	C0286651	Major
C0002640	C0541315	Moderate
C0077071	C3181682	Major
C0065180	C1142985	Unknown
C0009315	C0036078	Moderate
C0022487	C0063817	Major
C0028978	C0050940	Unknown
C0073992	C0085170	Moderate
C0008806	C4292397	Moderate
C1142985	C1831905	Moderate
C0013089	C0144576	Moderate
C0065374	C0123677	Moderate
C0058218	C1567130	Moderate
C0013089	C0724511	Major
C0040864	C5828321	Moderate
C0051809	C1455035	Major
C0020934	C0085170	Moderate
C0039245	C1619629	Moderate
C0013136	C1121849	Major
C0050940	C0209368	Moderate
C0006938	C0020823	Unknown
C0000618	C0005640	Moderate
C0025598	C0066677	Unknown
C0012022	C0018546	Moderate
C0028214	C0033218	Major
C0163657	C1456408	Moderate
C0014582	C0028902	Moderate
C0014806	C0030095	Moderate
C3264621	C3896940	Moderate
C0011777	C0022252	Unknown
C0013136	C1174893	Moderate
C0002144	C0042105	Unknown
C0016377	C2986922	Moderate
C4287815	C4723629	Major
C0039871	C0962603	Moderate
C0026056	C3852217	Moderate
C0072857	C0081876	Unknown
C0057258	C0966107	Major
C0057605	C0247194	Moderate
C3489764	C5828321	Moderate
C0013084	C0022026	Major
C0039771	C0041030	Major
C0002575	C0021741	Moderate
C0025153	C0032483	Moderate
C0013136	C1176020	Major
C1176306	C3818721	Moderate
C0012125	C0027348	Moderate
C0029983	C0043031	Moderate
C0034282	C0071304	Moderate
C0065180	C1176306	Unknown
C0288165	C1703334	Minor
C0388753	C3273719	Minor
C0025033	C0770578	Moderate
C1174995	C3852217	Moderate
C0033493	C4519273	Moderate
C0085208	C0754280	Moderate
C0031862	C0059985	Unknown
C0020336	C0025859	Minor
C0078794	C3253985	Major
C2698385	C3852938	Moderate
C0220578	C0600489	Moderate
C1134659	C2930696	Major
C0017628	C0034410	Moderate
C0031447	C1565750	Moderate
C0663241	C2830183	Moderate
C0206460	C3541367	Moderate
C0059668	C4329353	Moderate
C1098320	C1130428	Moderate
C0016377	C2349941	Moderate
C0006699	C1831905	Moderate
C1872109	C4078312	Major
C0244656	C1678805	Major
C0078257	C3896940	Moderate
C0012381	C1174893	Moderate
C0012203	C0851344	Moderate
C0006949	C0013092	Moderate
C0072916	C0074393	Major
C0006405	C0029193	Moderate
C0033229	C0085149	Moderate
C0068771	C1269691	Moderate
C1506770	C4508938	Moderate
C0031469	C0795635	Moderate
C0028978	C0065767	Unknown
C0008809	C0065767	Unknown
C0010592	C0752270	Minor
C2713008	C3700399	Minor
C0021734	C0046948	Moderate
C0006938	C1176309	Unknown
C4078312	C4524315	Moderate
C0028833	C1313386	Moderate
C0210657	C0286651	Unknown
C0028420	C2934193	Moderate
C0020740	C0072980	Major
C0028741	C0087163	Unknown
C0004057	C0025241	Unknown
C0078844	C4682397	Moderate
C0879399	C1690432	Moderate
C1337242	C4080091	Moderate
C0031937	C0040374	Moderate
C1565750	C4726770	Moderate
C0014964	C0246415	Moderate
C1311070	C4726732	Moderate
C1832049	C4726929	Major
C0041165	C4078312	Major
C0015133	C2001856	Moderate
C0293359	C0754188	Moderate
C0533545	C0717670	Minor
C0039943	C3181682	Major
C0009262	C3853839	Moderate
C0965390	C3486388	Moderate
C0002600	C4287815	Moderate
C0024476	C0025152	Minor
C0070563	C0299792	Moderate
C0766326	C1135132	Moderate
C0063041	C2931926	Major
C0040233	C0144576	Unknown
C0020336	C2698692	Moderate
C0028094	C4079805	Moderate
C0026156	C0074393	Moderate
C0002412	C0040864	Moderate
C0028833	C0050393	Moderate
C0081876	C0126177	Unknown
C0014695	C0053245	Moderate
C0070166	C0245561	Moderate
C0033497	C0718050	Unknown
C0301374	C1099677	Moderate
C0038432	C5230959	Moderate
C0031862	C0039468	Unknown
C0025506	C0043031	Moderate
C0728747	C4278675	Major
C0012132	C2830183	Moderate
C0042523	C0081876	Unknown
C0023566	C0245514	Moderate
C0052762	C4519167	Moderate
C0053230	C0074554	Moderate
C0043031	C0908935	Unknown
C0008287	C0010192	Moderate
C0052796	C1831731	Moderate
C0073992	C1722267	Moderate
C0040864	C3179549	Moderate
C0118168	C0213771	Unknown
C0143083	C2986922	Moderate
C0032952	C1145759	Moderate
C3252090	C3886623	Moderate
C0023992	C1144149	Unknown
C0041098	C1565316	Moderate
C0063041	C4086001	Major
C0015772	C0079594	Moderate
C0033493	C1337242	Moderate
C0011701	C0025815	Major
C0082608	C1609165	Moderate
C0030899	C0116569	Moderate
C0001927	C0525227	Unknown
C0005308	C0014310	Major
C0062941	C1172734	Major
C0028365	C0210657	Moderate
C0017642	C0053792	Moderate
C0015846	C0020823	Moderate
C0061863	C0754188	Moderate
C0017642	C0538927	Moderate
C2714632	C4325235	Moderate
C0216784	C4519428	Moderate
C0016384	C3181682	Major
C0259507	C0538927	Moderate
C2713632	C4086837	Major
C0040989	C3814772	Moderate
C0011816	C0034417	Moderate
C0016967	C0069717	Moderate
C0034414	C0060657	Moderate
C0114771	C0525227	Unknown
C0005308	C0066621	Moderate
C0054201	C0078774	Minor
C0031448	C0073393	Moderate
C0057258	C2973895	Moderate
C0061851	C0074554	Unknown
C0164613	C1122087	Moderate
C0004057	C0027996	Minor
C1565316	C4055478	Moderate
C0069717	C0528023	Moderate
C0007562	C0061323	Unknown
C0005740	C0020402	Moderate
C1718383	C4726929	Major
C0013084	C0772501	Moderate
C0043474	C0059985	Moderate
C0246421	C1135135	Unknown
C0039286	C1998098	Major
C0007248	C0085208	Unknown
C0008269	C0288165	Moderate
C0012702	C0072980	Moderate
C1174995	C2316164	Moderate
C0082646	C0257343	Unknown
C0039771	C0066465	Moderate
C0245561	C4058811	Moderate
C0028741	C0257685	Unknown
C0872913	C3541367	Moderate
C0072973	C0285590	Unknown
C0724511	C2353893	Major
C0027358	C0028978	Unknown
C0081876	C0937917	Unknown
C1122962	C4042960	Moderate
C0025677	C0142785	Minor
C0033743	C0068771	Moderate
C0050393	C0062941	Moderate
C0065512	C1566826	Moderate
C0047506	C1880288	Major
C0008947	C0286651	Unknown
C0030896	C0092801	Major
C0066677	C2987417	Minor
C0041056	C1998098	Major
C0085173	C1435444	Major
C0042313	C0874161	Unknown
C0020261	C0041014	Unknown
C0025815	C0383429	Moderate
C0078569	C1170000	Moderate
C0014912	C2746078	Moderate
C0031007	C0074554	Unknown
C0699817	C1122087	Moderate
C2698692	C3896940	Major
C0218986	C3855916	Moderate
C0020264	C0041098	Moderate
C0022957	C0040341	Unknown
C0035923	C4287815	Major
C0071568	C1566826	Moderate
C0028356	C0055147	Unknown
C0962603	C1831808	Moderate
C0795635	C2973446	Moderate
C3885614	C4045494	Major
C0054668	C4550368	Moderate
C0028420	C0076110	Moderate
C0016410	C0028978	Unknown
C0016277	C0022176	Moderate
C0024056	C0052759	Moderate
C0246689	C0282327	Minor
C0042523	C0060933	Moderate
C0073992	C1099677	Moderate
C0165032	C0286651	Unknown
C0065374	C2973446	Moderate
C0012582	C0016860	Unknown
C0025815	C0056732	Unknown
C0052585	C0149381	Moderate
